Titles,Companies,Employment Modes,Currencies,Salaries,Closing Dates
Graduate Intern (Development - Hong Kong Palace Museum),West Kowloon Cultural District Authority,"Full Time, Graduate",HKD ($),16K per month,2024-09-14
Assistant Officer – Graduate School (Ref: AO (GS) 2024-08-16),The Hang Seng University of Hong Kong,"Full Time, Graduate",HKD ($),Negotiable,2024-09-01
兼職DSE英語導師,HANLIN EDUCATION COMPANY,"Part Time, Internship",HKD ($),180 - 300 per hour,2024-09-02
KPMG Internship – Organisation & Talent Development – Hong Kong (MJ004566),KPMG,"Full Time, Internship",HKD ($),8K - 10K per month,2024-09-14
Part Time Membership & Event Promoter,Society for the Prevention of Cruelty to Animals (Hong Kong) Trustees Incorp,"Part Time, Summer",HKD ($),70 - 100 per hour,2024-09-13
Lecturer I/II in Department of Social Sciences and Policy Studies (Ref: 2400832),The Education University of Hong Kong,"Full Time, Graduate",HKD ($),36K per month,2024-08-30
"Business Consultant (Serving Fortune 500 Clients, Central Grade A Office)",Endeavour Search Limited,"Full Time, Graduate",HKD ($),22K - 34K per month,2024-09-14
AI Video Creator,Jojo Ventures Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-30
兼職 教學助理(荃灣),Royal Learning Group Limited,"Part Time, Temporary",HKD ($),Negotiable,2024-09-13
Human Resources Assistant,LSG Lufthansa Service Hong Kong Ltd,"Full Time, Graduate",HKD ($),15K - 18K per month,2024-09-14
Python Software Developer Intern | 2025 Summer Intake - Expression of Interest,Eclipse Options (HK) Limited,"Full Time, Internship",HKD ($),Negotiable,2024-09-13
Trading Intern | 2025 Summer Intake - Expression of Interest,Eclipse Options (HK) Limited,"Full Time, Internship",HKD ($),Negotiable,2024-09-13
LPSQ Officer,Bernhard Schulte Shipmanagement (Hong Kong) Limited Partnership,"Full Time, Graduate",HKD ($),21K - 28K per month,2024-09-13
Assistant IT Officer,Bernhard Schulte Shipmanagement (Hong Kong) Limited Partnership,"Full Time, Graduate",HKD ($),16K - 21K per month,2024-09-13
Audit Junior,Y.K. Tsang & Company,"Full Time, Graduate",HKD ($),12K - 18K per month,2024-09-13
Low Latency Software Developer Intern | 2025 Summer Intake - Expression of Interest,Eclipse Options (HK) Limited,"Full Time, Internship",HKD ($),Negotiable,2024-09-13
Assistant - Property Development (Part-time),Nan Fung Development Ltd,"Part Time, Temporary",HKD ($),Negotiable,2024-09-13
到校(觀塘區)升小一適應班導師(A78),Hong Kong Education Services Center,"Part Time, Temporary",HKD ($),110 - 120 per hour,2024-08-31
Assistant Quantity Surveyor (Construction Project Management),Fugro Geotechnical Services Limited,"Full Time, Graduate",HKD ($),19K - 22K per month,2024-09-13
Graduate Structural Engineer,Buro Happold International (Hong Kong) LImited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-13
R&D Physicist,Jabez Innovation Limited,"Full Time, Graduate",HKD ($),22K - 40K per month,2024-09-13
"Intern, Sustainability Services",Cushman & Wakefield Limited,"Part Time, Internship",HKD ($),Negotiable,2024-09-13
ABA Therapist with Professional Training (5-days work) - Fresh Graduates are welcome,Autism Partnership Limited,"Full Time, Graduate",HKD ($),15K - 22K per month,2024-08-30
TRAINEE: Liquidity and Structural Risks Analyst,Societe Generale - Hong Kong Branch,"Full Time, Graduate",HKD ($),30K - 34K per month,2024-09-12
TRAINEE: Market Activity Analyst,Societe Generale - Hong Kong Branch,"Full Time, Graduate",HKD ($),30K - 34K per month,2024-09-13
Marketing Officer (Fresh graduates are also welcomed),"Educational Publishing House, Limited","Full Time, Graduate",HKD ($),17K - 23K per month,2024-09-13
Sales and Marketing Assistant,BANDS Financial Limited,"Full Time, Graduate",HKD ($),20K - 25K per month,2024-09-13
Assistant Editor (Secondary Mathematics) 中學數學教材編輯助理,"Educational Publishing House, Limited","Full Time, Graduate",HKD ($),15K - 17K per month,2024-09-13
Front Office Officer 客務服務主任 (Hotel - Front Office),Bishop Lei International House,"Full Time, Graduate",HKD ($),Negotiable,2024-09-13
Waiter/Waitress (Hotel - Coffee Shop),Bishop Lei International House,"Full Time, Graduate",HKD ($),18.2K per month,2024-09-13
Internship Compliance_ Full time/ Part time,"DZ BANK AG DEUTSCHE ZENTRAL-GENOSSENSCHAFTSBANK, FRANKFURT AM MAIN","Part Time, Internship",HKD ($),580 per day,2024-08-30
Analyst Programmer,FDS Solutions Limited,"Full Time, Graduate",HKD ($),22K per month,2024-09-13
Management Trainee,Quon Hing Concrete Co Ltd,"Full Time, Graduate",HKD ($),18K - 20K per month,2024-09-13
2025 Business Associate Internship Program (Hong Kong),Green Court Capital Management Limited,"Full Time, Internship",HKD ($),Negotiable,2024-09-13
2025 Business Analyst Internship Program (Hong Kong),Green Court Capital Management Limited,"Full Time, Internship",HKD ($),Negotiable,2024-09-13
Sales & Marketing Executive,The Distillery Limited,"Full Time, Graduate",HKD ($),15K - 17K per month,2024-09-13
Accounting Clerk / Assistant (Welcome Fresh Graduates),Hong Kong Technology Venture Company Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-10
Engineer Trainee,Takasago Thermal Engineering (Hong Kong) Company Limited,"Full Time, Graduate",HKD ($),20K - 21K per month,2024-09-13
Management Trainee,ORIENTOP LIMITED,"Full Time, Graduate",HKD ($),18K - 20K per month,2024-09-10
Intern – Credit Risk Management,PrimeCredit Limited,"Part Time, Internship",HKD ($),70 - 80 per hour,2024-09-13
Native-speaking English Teacher (under the EDB's Enhanced NET Scheme),St. Joan of Arc Secondary School,"Full Time, Graduate",HKD ($),35.08K - 81.51K per month,2024-09-13
影片主持/ 主播 (全職),Momax Technology (Hong Kong) Limited,"Full Time, Graduate",HKD ($),20K - 25K per month,2024-08-31
Operations Associate/Analyst,Xingtai Capital Management Limited,"Full Time, Graduate",HKD ($),15K - 20K per month,2024-09-12
Administrative Assistant (O2O Leasing Team) - Welcome Fresh Graduates,Hong Kong Technology Venture Company Limited,"Full Time, Graduate",HKD ($),17K - 20K per month,2024-09-12
Contract Graduate Master (English Language),St. Joan of Arc Secondary School,"Full Time, Graduate",HKD ($),35.08K - 81.51K per month,2024-09-13
Assistant Production Engineer,Avery Instrument Limited,"Full Time, Graduate",HKD ($),15K - 18K per month,2024-09-13
Sales Executive (ThePlace) - Welcome Fresh Graduates,Hong Kong Technology Venture Company Limited,"Full Time, Graduate",HKD ($),17K - 25K per month,2024-09-13
Assistant Test Engineer / Test Engineer (E&E),TUV SUD Hong Kong Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-13
Manager Trainee (Business Development),AM730 Media Limited,"Full Time, Graduate",HKD ($),15K - 18K per month,2024-09-10
Development Officer 發展幹事(香港青年協會有機農莊),The Hong Kong Federation of Youth Groups - Head Office,"Full Time, Graduate",HKD ($),35.08K - 45.89K per month,2024-09-13
Senior Engineer / Engineer – Epoxy Resin & Polymer Synthesis,Nano and Advanced Materials Institute Limited,"Full Time, Graduate",HKD ($),22K - 50K per month,2024-09-13
Senior Engineer / Engineer – Functional Polymer,Nano and Advanced Materials Institute Limited,"Full Time, Graduate",HKD ($),22K - 45K per month,2024-09-13
Senior Engineer / Engineer – Sprayed Concrete,Nano and Advanced Materials Institute Limited,"Full Time, Graduate",HKD ($),22K - 50K per month,2024-09-13
Senior Engineer / Engineer - ECO Functional Coating Materials,Nano and Advanced Materials Institute Limited,"Full Time, Graduate",HKD ($),22K - 50K per month,2024-09-13
Senior Engineer / Engineer - Elastomers and Plastics,Nano and Advanced Materials Institute Limited,"Full Time, Graduate",HKD ($),22K - 45K per month,2024-09-13
Operations Associate,Amber AM Limited,"Full Time, Graduate",HKD ($),18K per month,2024-09-13
Senior Engineer / Engineer – Low Carbon Material,Nano and Advanced Materials Institute Limited,"Full Time, Graduate",HKD ($),22K - 50K per month,2024-09-13
Senior Engineer / Engineer – Catalysis,Nano and Advanced Materials Institute Limited,"Full Time, Graduate",HKD ($),30K - 40K per month,2024-09-13
Senior Engineer / Engineer – Construction Materials,Nano and Advanced Materials Institute Limited,"Full Time, Graduate",HKD ($),22K - 50K per month,2024-09-13
NAMI Silver Tip Engineer Trainee Program,Nano and Advanced Materials Institute Limited,"Full Time, Graduate",HKD ($),22K - 25K per month,2024-09-13
Senior Engineer /Engineer – Polymer Based Construction Materials,Nano and Advanced Materials Institute Limited,"Full Time, Graduate",HKD ($),22K - 50K per month,2024-09-13
Registered Nurse (Wanchai / Tuen Mun),Fresenius Medical Care Hong Kong Limited,"Full Time, Graduate",HKD ($),23K - 36K per month,2024-09-13
Assistant Service Engineer,Fresenius Medical Care Hong Kong Limited,"Full Time, Graduate",HKD ($),2K - 25K per month,2024-09-13
Development Officer (賽馬會Media 21媒體空間),The Hong Kong Federation of Youth Groups - Head Office,"Full Time, Graduate",HKD ($),35.08K - 45.89K per month,2024-09-13
Youth Worker 青年工作員(香港青年協會大埔青年空間),The Hong Kong Federation of Youth Groups - Head Office,"Full Time, Graduate",HKD ($),22.14K - 31.8K per month,2024-09-13
Sales Coordinator,GDC Technology Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-13
Youth Worker 青年工作員(香港青年協會有機農莊),The Hong Kong Federation of Youth Groups - Head Office,"Full Time, Graduate",HKD ($),22.14K - 32.6K per month,2024-09-13
全職幼稚園老師(青樂幼稚園(油麻地)/青樂幼兒園(油麻地)),The Hong Kong Federation of Youth Groups - Head Office,"Full Time, Graduate",HKD ($),25.11K - 32.6K per month,2024-09-13
Youth Worker (Business Analyst)(用戶體驗組),The Hong Kong Federation of Youth Groups - Head Office,"Full Time, Graduate",HKD ($),22.14K - 32.6K per month,2024-09-13
兼職英文教師 (廣東話母語),Star Ace Education,"Part Time, Graduate",HKD ($),30K - 80K per month,2024-09-10
e-commerce / Digital Marketing Officer (IANG are welcome),WorldMart International Limited,"Full Time, Graduate",HKD ($),15K - 18K per month,2024-09-13
Scheme A Building Services Graduate Engineer,ISS Facility Services Limited,"Full Time, Graduate",HKD ($),20K - 25K per month,2024-09-13
ASST ENGINEER,Quon Hing Concrete Co Ltd,"Full Time, Graduate",HKD ($),20K - 25K per month,2024-09-13
Graphic Designer,Mad Head App Limited,"Full Time, Graduate",HKD ($),17K - 21K per month,2024-09-13
Financial planner internship - 1 year,South China Finance and Management Limited,"Full Time, Internship",HKD ($),Negotiable,2024-09-13
Project Executive (English / Chinese) (Full time) (特殊需要學習支援導師),Boaz International Education Institute Limited,"Full Time, Graduate",HKD ($),20K per month,2024-08-31
Marketing internship - 1 year,South China Finance and Management Limited,"Full Time, Internship",HKD ($),Negotiable,2024-09-13
三級項目主任 (PO III) (合約) (編號：WCDEC/87224),St. James' Settlement,"Full Time, Graduate",HKD ($),Negotiable,2024-08-31
Assistant Officer (Job ID: 10125),The Hong Kong University of Science & Technology-Human Resources Office,"Full Time, Graduate",HKD ($),Negotiable,2024-09-13
Programmer (Client App),Mad Head App Limited,"Full Time, Graduate",HKD ($),18K - 22K per month,2024-09-13
Sonographer (Part time / Full time),Medtimes Medical Group Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-10
General Insurance Executive / Executive Trainee,Sun Mobility Insurance and Claims Services Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-13
Youth Worker (STEM Education)(創意教育組),The Hong Kong Federation of Youth Groups - Head Office,"Full Time, Graduate",HKD ($),22.14K - 32.6K per month,2024-09-12
青年工作員 (賽馬會西貢戶外訓練營),The Hong Kong Federation of Youth Groups - Head Office,"Full Time, Graduate",HKD ($),22.14K - 32.6K per month,2024-09-12
發展幹事 (賽馬會西貢戶外訓練營),The Hong Kong Federation of Youth Groups - Head Office,"Full Time, Graduate",HKD ($),35.08K - 45.89K per month,2024-09-12
Management Trainee,"Sompo Insurance (Hong Kong) Co., Ltd.","Full Time, Graduate",HKD ($),Negotiable,2024-09-12
Investment Risk Analyst,Invesco Hong Kong Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-12
Discovery & Education Officer (School/Public/Exhibition) (HK$6000 New Joiner Incentive),Ocean Park Corporation,"Full Time, Graduate",HKD ($),15K - 18K per month,2024-09-12
Part Time Nature Programme Instructor,Ocean Park Corporation,"Part Time, Temporary",HKD ($),100 - 150 per hour,2024-09-12
Fun Learning Officer,Ocean Park Corporation,"Full Time, Graduate",HKD ($),15K - 18K per month,2024-09-12
Learn-to-swim Programme Instructor (School),Ocean Park Corporation,"Full Time, Graduate",HKD ($),18K - 25K per month,2024-09-12
Reservation Service Officer,Ocean Park Corporation,"Full Time, Graduate",HKD ($),16K - 20K per month,2024-09-12
Part Time Content Creator,Ocean Park Corporation,"Part Time, Temporary",HKD ($),Negotiable,2024-08-31
到校(元朗區)(一至四)小二級功課輔導班導師(AH01),Hong Kong Education Services Center,"Part Time, Temporary",HKD ($),85 - 100 per hour,2024-09-02
Software Engineering Practice,FDM Group HK Limited,"Full Time, Graduate",HKD ($),24K - 30K per month,2024-09-12
Data and Analytics Practice,FDM Group HK Limited,"Full Time, Graduate",HKD ($),24K - 30K per month,2024-09-12
Business Analyst and Project Management Officer,FDM Group HK Limited,"Full Time, Graduate",HKD ($),24K - 30K per month,2024-09-12
到校炮台山區(一)初中羽毛球班/花式跳繩班導師(A02),Hong Kong Education Services Center,"Part Time, Temporary",HKD ($),140 - 300 per hour,2024-09-02
到校(筲箕灣區)(二四)小學新來港學童生活適應班導師(A05),Hong Kong Education Services Center,"Part Time, Temporary",HKD ($),130 - 140 per hour,2024-09-02
到校(柴灣區)(二)初中魔術班導師(A06),Hong Kong Education Services Center,"Part Time, Temporary",HKD ($),180 - 300 per hour,2024-09-02
到社區中心(觀塘區安達邨)(一至五)小學功課輔導班導師(AH04),Hong Kong Education Services Center,"Part Time, Temporary",HKD ($),75 - 80 per hour,2024-09-02
到校(觀塘區)升小一適應班導師(A78),Hong Kong Education Services Center,"Part Time, Temporary",HKD ($),110 - 120 per hour,2024-08-31
到校(彩虹區)(二至五)小學功課輔導班導師(AH02),Hong Kong Education Services Center,"Part Time, Temporary",HKD ($),100 - 105 per hour,2024-09-02
Marketing Intern,Eventist Hong Kong Limited,"Part Time, Internship",HKD ($),55 - 65 per hour,2024-09-12
數學導師/高級數學導師 (中學部),IN CONSULTING GROUP LIMITED,"Full Time, Graduate",HKD ($),15K - 22K per month,2024-09-02
English Tutor,IN CONSULTING GROUP LIMITED,"Full Time, Graduate",HKD ($),15K - 20K per month,2024-09-02
"Industrial Trainee Program (Front Office, Food & Beverage, Sales & Marketing, Housekeeping & Catering)",Dragon Wealth Enterprises Limited,"Full Time, Internship",HKD ($),Negotiable,2024-09-12
Sales Manager,Dragon Wealth Enterprises Limited,"Full Time, Graduate",HKD ($),20K - 35K per month,2024-09-12
Assistant Engineer/Graduate Engineer– (MVAC/ELEC),Krueger Engineering (Asia) Ltd,"Full Time, Graduate",HKD ($),15K - 20K per month,2024-09-11
"Wealth Strategist /Management Trainee, Financial Advisor /Intern (畢業生優先/無相關經驗要求)",Serena Ji Financial Consultant Company,"Full Time, Graduate",HKD ($),10K - 30K per month,2024-09-11
Assistant Engineer,Jekco Elevators Limited,"Full Time, Graduate",HKD ($),18K - 22K per month,2024-08-31
Research & Development Analyst,Union China International Limited,"Part Time, Internship",HKD ($),8K - 12K per month,2024-09-12
Investment Research Assistant (Intern),Money Concepts (Asia) Holdings Limited,"Full Time, Internship",HKD ($),11K - 13K per month,2024-09-12
中小學課後輔導班/補習班導師,Caritas Institute of Community Education – Tin Hau,"Part Time, Temporary",HKD ($),120 - 180 per hour,2024-09-10
美術班導師 ( 手工/繪畫),Caritas Institute of Community Education – Tin Hau,"Part Time, Temporary",HKD ($),200 - 250 per hour,2024-09-10
"PARC Part Time Intern (Process, Audit, Risks & insurance and Control)",Veolia China Holding Limited,"Part Time, Internship",HKD ($),60 per hour,2024-09-12
3D Designer - Event & Exhibition,Eventist Hong Kong Limited,"Full Time, Graduate",HKD ($),20K - 26K per month,2024-09-12
Account Executive,Eventist Hong Kong Limited,"Full Time, Graduate",HKD ($),18K - 24K per month,2024-09-12
Admin Assistant / Operation Executive,Industrial Design Associates International (Hong Kong) Limited,"Full Time, Graduate",HKD ($),16K - 24K per month,2024-09-12
Operation Executive,Eventist Hong Kong Limited,"Full Time, Graduate",HKD ($),18K - 22K per month,2024-09-12
課後支援導師,THE CHINESE CHRISTIAN & MISSIONARY ALLIANCE CHUK YUEN CHURCH LIMITED,"Part Time, Temporary",HKD ($),200 per day,2024-08-31
Creative Intern,MOJI Corporation Limited,"Part Time, Internship",HKD ($),Negotiable,2024-08-31
"Management Trainee 2025 (HK$32,000)",Hong Kong Technology Venture Company Limited,"Job at oversea location, Management Trainee, Full Time, Graduate",HKD ($),Negotiable,2024-09-12
全職中小學補習導師,Virtuous Education Limited,"Full Time, Graduate",HKD ($),15K - 18K per month,2024-09-12
Assistant Personal Banking Manager Trainee,Chong Hing Bank Limited,"Full Time, Graduate",HKD ($),19K per month,2024-09-12
Audit Assistant,Fok Chan Leung Wan CPA Limited,"Full Time, Graduate",HKD ($),18K - 20K per month,2024-09-12
R&D Engineer,Smith & Associates Far East Limited,"Full Time, Graduate",HKD ($),20K - 24K per month,2024-09-12
Accountant (AR) / Credit Analyst (Welcome Fresh Graduates),Smith & Associates Far East Limited,"Full Time, Graduate",HKD ($),18K - 20K per month,2024-09-12
Project Assistant (Financial institution),Fortune Origin Securities Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-12
Graduate Trader | 2025 Intake – Expression of Interest,Eclipse Options (HK) Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-12
(Part Time)中文科導師,IN CONSULTING GROUP LIMITED,"Part Time, Graduate",HKD ($),100 - 250 per hour,2024-09-02
Administrative officer,InspireLab Ltd,"Full Time, Graduate",HKD ($),17K - 20K per month,2024-09-12
Youth Worker (Data Analyst)(資訊科技組),The Hong Kong Federation of Youth Groups - Head Office,"Full Time, Graduate",HKD ($),22.14K - 32.6K per month,2024-09-12
Flight Attendant (Based in Hong Kong),Cathay Pacific Airways LTD,"Full Time, Graduate",HKD ($),9.1K - 17K per month,2024-09-12
Experienced Flight Attendant (Based in Hong Kong),Cathay Pacific Airways LTD,"Full Time, Graduate",HKD ($),9.1K - 17K per month,2024-09-12
Counillor Assitsant,"Office of Ip Yik Nam, Member of C&W District Council","Full Time, Graduate",HKD ($),16K - 18K per month,2024-09-05
Software Developer (Node.js/Vue.js),Swivel Software Limited,"Full Time, Graduate",HKD ($),18K - 20K per month,2024-09-01
Temporary Students Helpers,The University of Hong Kong-Graduate School,"Part Time, Temporary",HKD ($),70 - 80 per hour,2024-08-31
Recreation Assistant,The Clearwater Bay Golf & Country Club,"Full Time, Graduate",HKD ($),Negotiable,2024-09-12
Associate IT Consultant (Cloud Digital),AI Momentum Limited,"Full Time, Graduate",HKD ($),17K - 21K per month,2024-09-12
Designer,Gentle Kids Limited,"Full Time, Graduate",HKD ($),12K - 16K per month,2024-09-07
Project Assistant (Part Time),Tech Nine Limited,"Part Time, Temporary",HKD ($),55 - 65 per hour,2024-08-31
Assistant Software Engineer (Fresh graduate are welcome),Umbrella School Foundation Limited,"Full Time, Graduate",HKD ($),18K - 20K per month,2024-08-31
Operations Analyst Internship,Coordinates Capital Management Limited,"Part Time, Internship",HKD ($),6K - 10K per month,2024-09-12
"Summer Associate, Client Service (2025 Start)",AlphaSights Limited,"Full Time, Internship",HKD ($),Negotiable,2024-09-10
Teacher Assistant (Aoi Pui School),Umbrella School Foundation Limited,"Full Time, Graduate",HKD ($),15K - 18K per month,2024-08-31
CS Coordinator,Bureau Veritas Hong Kong Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-11
Intern (Marketing Executive),Funki Finance Limited,"Part Time, Internship",HKD ($),45 - 50 per hour,2024-09-10
Finance Clerk / Officer,VCREDIT FINANCE LIMITED,"Full Time, Graduate",HKD ($),16K - 22K per month,2024-09-11
"Part-time Intern, Corporate Communications",Hong Kong Productivity Council,"Part Time, Internship",HKD ($),60 per hour,2024-09-11
2024 Deloitte China Autumn Recruitment Kicks Off (Consulting Services),Deloitte Touche Tohmatsu,"Full Time, Graduate",HKD ($),Negotiable,2024-09-11
2024 Deloitte China Autumn Recruitment Kicks Off (Tax Services),Deloitte Touche Tohmatsu,"Full Time, Graduate",HKD ($),Negotiable,2024-09-11
急招！兼職全職,"ZISHENG TRADE CO., LIMITED","Full Time, Internship",HKD ($),50 - 500 per hour,2024-09-10
Software Development Intern,"Centre for Artificial Intelligence and Robotics, Hong Kong Institute of Science & Innovation, Chinese Academy of Sciences LTD","Part Time, Internship",HKD ($),11.2K - 18K per month,2024-09-11
Marine Claims Assistant,Andrew Liu & Co Ltd,"Full Time, Graduate",HKD ($),20K - 23K per month,2024-09-11
會計主任/副主任,Sun Ferry Services Company Limited,"Full Time, Graduate",HKD ($),16K - 18K per month,2024-09-11
Customer Support Specialist,Gard HK Limited,"Full Time, Graduate",HKD ($),18K - 20K per month,2024-09-10
Designer (Product),Kedah Company Limited,"Full Time, Graduate",HKD ($),15K - 18K per month,2024-08-31
Marine Claims Intern,Andrew Liu & Co Ltd,"Full Time, Internship",HKD ($),10K - 15K per month,2024-09-11
兼職課餘託管導師 (合約) (編號：TSWD/84524),St. James' Settlement,"Full Time, Graduate",HKD ($),110 per hour,2024-09-11
"Intern, Legal Department",Noah International (Hong Kong) Limited,"Part Time, Internship",HKD ($),Negotiable,2024-09-11
兼職服務助理(時薪)（職位編號：CDS－PTSA）,Hong Kong Sheng Kung Hui Lady MacLehose Centre,"Part Time, Graduate",HKD ($),Negotiable,2024-09-11
System Technical Support (Regional),Geek Plus International Company Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-11
Assistant Sales Engineer,Geek Plus International Company Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-11
Consultant Trainee,Cloudnifier Corporation Limited,"Full Time, Graduate",HKD ($),17.5K - 20K per month,2024-09-11
Developer (Hybrid Mobile Development),Infocast Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-11
Project Coordinator,Infocast Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-11
Program Worker (SEN Project),Gentle Kids Limited,"Full Time, Graduate",HKD ($),14.5K - 18K per month,2024-09-07
Operations Officer,NOVAUTEK AUTONOMOUS DRIVING LIMITED,"Full Time, Graduate",HKD ($),15K - 20K per month,2024-09-11
Technician / Assistant Chemist – Analytical Laboratory,Bureau Veritas Hong Kong Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-11
Commercial Document Clerk,"CHINA MAGNESIUM HOLDING CO., LIMITED","Full Time, Graduate",HKD ($),16K - 20K per month,2024-09-11
美術設計員,HONG KONG MEDIA ENTERPRISES HOLDINGS LIMITED,"Full Time, Graduate",HKD ($),80 - 120 per hour,2024-09-11
Intern (Training & Development),Kerry Logistics (Hong Kong) Limited,"Part Time, Internship",HKD ($),65 per hour,2024-08-31
HR & Admin Officer,Chew International Foods Limited,"Full Time, Graduate",HKD ($),18K - 19K per month,2024-09-11
Logistic & Shipping Clerk (Fanling Office),Chew International Foods Limited,"Full Time, Internship",HKD ($),60 - 65 per hour,2024-09-11
"Recruitment Consultant/ Headhunter/ Trainee (NOT HR, please read content)",OAC Group Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-11
Nutritionist,Amway (Hong Kong) Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-31
Event Officer,Amway (Hong Kong) Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-08-31
Account Manager (Corporate Sales),SERVICEONE LIMITED,"Full Time, Graduate",HKD ($),16K - 24K per month,2024-08-31
Assistant Maintenance Engineer,Roctec Technology Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-11
特約節目主持,Apostles Media Company Limited,"Part Time, Temporary",HKD ($),60 - 100 per hour,2024-09-11
"Part-time Intern, GreenTech Development",Hong Kong Productivity Council,"Part Time, Internship",HKD ($),60 per hour,2024-09-11
Junior / QA Engineer,Price.com.hk Limited,"Full Time, Graduate",HKD ($),17K - 24K per month,2024-09-10
Assistant Human Resources Officer (Job ID: 10114),The Hong Kong University of Science & Technology-Human Resources Office,"Full Time, Graduate",HKD ($),Negotiable,2024-09-11
Kids Kung Fu Teacher Apprenticeship,Mindful Wing Chun Limited,"Part Time, Internship",HKD ($),70 - 150 per hour,2024-09-11
Engineer Trainee (Review chemical test result),Bureau Veritas Hong Kong Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-11
Part-time Retail Sales 兼職銷售員,Ark Expo Management Limited,"Part Time, Temporary",HKD ($),560 per day,2024-09-02
Contract Clerk - Testing Lab (Completion Bonus/5 day work),Bureau Veritas Hong Kong Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-11
2024 Deloitte China Autumn Recruitment Kicks Off (Audit Services),Deloitte Touche Tohmatsu,"Full Time, Graduate",HKD ($),Negotiable,2024-09-11
Engineer Trainee (Test Assignment / Report Drafting),Bureau Veritas Hong Kong Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-11
Marketing Internship,EternityX Marketing Technology Limited,"Part Time, Internship",HKD ($),70 per hour,2024-09-11
Digital Marketing Internship,EternityX Marketing Technology Limited,"Part Time, Internship",HKD ($),70 per hour,2024-09-11
"Administrator (Pension Admin, Fresh Grad welcome)",Link Retirement Solutions HK Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-11
Intern (Part-time),Link Retirement Solutions HK Limited,"Part Time, Internship",HKD ($),70 per hour,2024-09-11
Sales and Marketing Executive,Kalloc Studios Asia Limited,"Full Time, Graduate",HKD ($),20K - 25K per month,2024-08-31
Assistant Project Engineer,Roctec Technology Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-11
Assistant Network Engineer,Roctec Technology Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-11
Sales and Marketing Executive / Assistant (Full/Part time),Linked-Technologies Limited,"Part Time, Graduate",HKD ($),10K - 21K per month,2024-09-10
"Member of Technical Staff (Wireless System), (Full time and Part time)",Linked-Technologies Limited,"Full Time, Graduate",HKD ($),18K per month,2024-09-10
"Member of Technical Staff (Wireless System), (Full time and Part time)",Linked-Technologies Limited,"Full Time, Graduate",HKD ($),18K per month,2024-09-10
"Member of Technical Staff (RF/Microwave Engineering), (Full time and Part time)",Linked-Technologies Limited,"Full Time, Graduate",HKD ($),20K - 23K per month,2024-09-10
"Member of Technical Staff (AI and System Development), (Full time and Part time)",Linked-Technologies Limited,"Full Time, Graduate",HKD ($),10K - 23K per month,2024-09-10
3D Animator/3D Artist,Kalloc Studios Asia Limited,"Full Time, Graduate",HKD ($),18K - 23K per month,2024-08-31
Admin Officer,Infiny Realty Limited,"Full Time, Graduate",HKD ($),Negotiable,2024-09-08
Graphic Designer - Event & Exhibition Design,Event Elite Production and Promotion Limited,"Full Time, Graduate",HKD ($),13K - 18K per month,2024-09-10
Assistant Environmental Consultant,Cinotech Consultants Limited,"Full Time, Graduate",HKD ($),17K - 20K per month,2024-08-31
Full Stack Engineer,FAMOUS RAISE LTD,"Full Time, Graduate",HKD ($),20K - 30K per month,2024-09-10
STAGE MANAGER/ DEPUTY STAGE MANAGER,City Contemporary Dance Co Ltd,"Full Time, Graduate",HKD ($),18K - 25K per month,2024-09-10
Marketing Intern ( 2 months),FEDERATION OF HONG KONG INDUSTRIES,"Part Time, Internship",HKD ($),Negotiable,2024-09-10
Associate,DLC Advisory Services,"Full Time, Graduate",HKD ($),30K per month,2024-09-09
Electronic Engineer / Senior Electronic Engineer,Roborn Technology Limited,"Full Time, Graduate",HKD ($),25K - 35K per month,2024-09-02
Assistant Engineer,Stanger Asia Limited,"Full Time, Graduate",HKD ($),19K - 20K per month,2024-09-10
Technician,Stanger Asia Limited,"Full Time, Graduate",HKD ($),17K - 18K per month,2024-09-10
